LOTID5	WAFER_ID	PROCESS_ID_LX562150_PROCESS_ID_MAX	PROCESS_ID_ZA522600_PROCESS_ID_MAX	ET_TIME_LX562150_TKOUT_TIME_MAX	ET_TIME_ZA522600_TKOUT_TIME_MAX	ET_D120_M1_1b_lat_100BCR_VALUE_MEDIAN	ET_D120_M1_1b_lat_100IRD_L_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_EGN_2/0.15_Vtsat_VALUE_MEDIAN	ET_EGN_2/2_Vtlin_VALUE_MEDIAN	ET_EGN_Tox_inv_VALUE_MEDIAN	ET_EGP_2/0.45_Vtsat_VALUE_MEDIAN	ET_EGP_2/2_Vtlin_VALUE_MEDIAN	ET_EGP_Tox_inv_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_HVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_HVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_LVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVT_Vt_np_ratio_VALUE_MEDIAN	ET_LVT_Vt_sum_VALUE_MEDIAN	ET_Leff_N_VALUE_MEDIAN	ET_Leff_P_VALUE_MEDIAN	ET_Lpoly_RVTN_VALUE_MEDIAN	ET_Lpoly_RVTP_VALUE_MEDIAN	ET_NW_Res_10x30_VALUE_MEDIAN	ET_OP_NRX_Res_10X30_VALUE_MEDIAN	ET_OP_PPC_Res_10X30_VALUE_MEDIAN	ET_RVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_RVTN_1/1_Vtlin_VALUE_MEDIAN	ET_RVTN_Cov_VALUE_MEDIAN	ET_RVTN_Covdd_VALUE_MEDIAN	ET_RVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_RVTP_1/1_Vtlin_VALUE_MEDIAN	ET_RVTP_Cov_VALUE_MEDIAN	ET_RVTP_Covdd_VALUE_MEDIAN	ET_RVT_Vt_Sum_VALUE_MEDIAN	ET_RVT_vt_NP_ratio_VALUE_MEDIAN	ET_SGN_Tox_inv_VALUE_MEDIAN	ET_SGP_Tox_inv_VALUE_MEDIAN	ET_SLVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_SLVTN_1/1_Vtlin_VALUE_MEDIAN	ET_SLVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_SLVTP_1/1_Vtlin_VALUE_MEDIAN	ET_VPNP_Beta_VALUE_MEDIAN
S685Z	6		UX39		18/07/2017 16:48									0.519	0.575	35.293		0.511	36.536									0.343	0.186	1.876	0.53	24.299	16.757	34.031	37.526				0.414	0.43	0.224	1.08	0.305	0.51	0.321	1.002	0.714	1.331	13.276	16.112					
S685Z	11		UX39		18/07/2017 16:55									0.518	0.573	35.322		0.505	36.492									0.346	0.182	1.879	0.524	23.975	16.332	33.744	37.011				0.416	0.433	0.225	1.074	0.3	0.505	0.323	0.999	0.716	1.364	13.261	15.93					
S685Z	12		UX39		18/07/2017 17:19									0.5155	0.564	35.4025	0.449	0.513	36.7115									0.34	0.188	1.835	0.532	24.236	16.805	34.1675	37.58	777.859			0.4155	0.433	0.225	1.0755	0.3135	0.517	0.32	0.999	0.723	1.306	13.4005	16.1855					0.87
S685Z	13		UX39		18/07/2017 17:41									0.518	0.569	35.312	0.443	0.509	36.525									0.332	0.198	1.737	0.523	23.936	16.507	34.018	37.407	776.792			0.406	0.435	0.229	1.078	0.31	0.516	0.325	1.005	0.717		13.305	15.965					0.878
S685Z	21		UX39		18/07/2017 17:46									0.515	0.568	35.44		0.517	36.735									0.335	0.195	1.708	0.532	24.211	16.471	34.046	37.334				0.408	0.43	0.224	1.078	0.319	0.516	0.322	1.005	0.722	1.334	13.319	15.996					
S6862	12		UX39		18/07/2017 20:10									0.515	0.562	35.326	0.444	0.512	36.5085									0.3675	0.179	2.039	0.542	23.4865	16.3915	33.0705	36.3615	771.992			0.437	0.435	0.22	1.049	0.306	0.51	0.311	0.9705	0.7395	1.439	13.38	16.219					0.852
S6862	13		UX39		18/07/2017 20:33									0.506	0.559	35.304	0.452	0.523	36.452									0.365	0.182	1.992	0.55	23.236	16.148	32.688	36.042	772.926			0.4265	0.4335	0.218	1.042	0.2985	0.52	0.314	0.975	0.735	1.421	13.3565	15.9945					0.866
S6862	14		UX39		18/07/2017 20:37									0.51	0.557	35.464		0.506	36.649									0.366	0.171	2.07	0.538	23.577	16.703	33.405	36.947				0.435	0.425	0.223	1.056	0.298	0.507	0.318	0.996	0.732	1.447	13.369	15.991					
S6862	18		UX39		18/07/2017 20:42									0.51	0.564	35.624		0.514	36.863									0.366	0.166	2.146	0.53	23.531	16.408	33.293	36.295				0.435	0.441	0.222	1.05	0.303	0.511	0.311	0.968	0.737	1.446	13.451	16.207					
S6862	20		UX39		18/07/2017 20:46									0.512	0.564	35.571		0.52	36.748									0.372	0.174	2.077	0.543	23.827	16.468	33.46	36.71				0.428	0.437	0.221	1.054	0.31	0.518	0.315	0.977	0.734	1.38	13.464	16.227					
S689H	2		UX73		24/07/2017 06:58	199.767	18.204	39.62	0.477	35.715	0.474	11.102	0.41	0.493	0.551	35.011		0.509	36.582	66.9	0.461	52.295	0.468	19.564	0.297			0.313	0.18	1.782	0.502	24.025	16.403	34.969	37.349		168.518	675.06	0.4	0.439	0.237	1.093	0.308	0.512	0.325	1.001	0.705	1.292	13.424	16.043	0.268	0.268	0.135	0.332	
S689H	3		UX73		24/07/2017 07:04	191.998	17.982	39.905	0.478	34.875	0.469	10.746	0.406	0.494	0.563	35.034		0.514	36.602	69.925	0.446	53.135	0.455	19.727	0.291			0.317	0.19	1.669	0.504	23.959	16.146	35.111	37.207		167.518	680.313	0.397	0.437	0.24	1.096	0.322	0.515	0.329	1	0.711	1.218	13.438	16.009	0.251	0.267	0.107	0.337	
S689H	4		UX73		24/07/2017 07:11	220.036	19.552	39.755	0.476	36.2	0.471	11.181	0.393	0.494	0.555	35.358		0.518	37.087	70.27	0.452	54.8	0.453	20.005	0.279			0.31	0.177	1.819	0.492	24.109	16.758	35.184	37.709		167.852	680.06	0.394	0.431	0.239	1.1	0.301	0.513	0.325	1.009	0.698	1.261	13.398	16.039	0.254	0.259	0.124	0.335	
S689H	7		UX73		24/07/2017 07:17	206.64	19.816	40.68	0.477	36.345	0.479	11.476	0.395	0.484	0.545	35.18		0.518	36.793	71.545	0.448	55.235	0.46	19.552	0.299			0.308	0.196	1.571	0.504	24.258	16.785	35.251	37.507		167.665	676.727	0.39	0.433	0.24	1.105	0.31	0.51	0.319	0.995	0.685	1.295	13.405	16.239	0.255	0.262	0.117	0.328	
S689H	11		UX73		24/07/2017 07:23	204.576	20.84	42.88	0.462	36.895	0.464	10.816	0.406	0.491	0.546	34.917		0.511	36.605	72.45	0.443	54.83	0.455	19.463	0.292			0.305	0.194	1.505	0.493	24.305	16.777	35.608	37.465		166.892	674.447	0.381	0.43	0.243	1.111	0.313	0.507	0.322	1.005	0.702	1.187	13.397	16.011	0.249	0.259	0.118	0.327	
S689H	17		UX73		24/07/2017 07:30	182.232	21.024	42.13	0.464	36.655	0.456	10.916	0.409	0.491	0.557	35.212		0.51	36.781	73.535	0.434	56.105	0.452	19.745	0.295			0.302	0.198	1.481	0.499	24.006	16.149	35.328	37.14		166.772	687.446	0.387	0.438	0.243	1.109	0.294	0.514	0.325	1	0.677	1.325	13.354	15.992	0.25	0.266	0.105	0.333	
S689H	24		UX73		24/07/2017 07:36	186.893	19.446	40.365	0.46	35.605	0.467	11.295	0.407	0.492	0.563	34.995		0.509	36.513	69.725	0.44	54.48	0.444	19.871	0.285			0.3	0.207	1.48	0.496	23.66	15.769	34.737	37.413		167.105	681.367	0.38	0.436	0.239	1.094	0.316	0.519	0.334	1.009	0.702	1.193	13.307	15.927	0.247	0.264	0.104	0.335	
S689X	1		UX39		18/07/2017 11:28									0.53	0.571	36.237		0.51	37.569									0.365	0.162	2.247	0.527	23.591	16.656	33.654	36.886				0.436	0.434	0.226	1.053	0.282	0.515	0.314	0.982	0.719	1.546	13.577	16.267					
S689X	2		UX39		18/07/2017 11:33									0.52	0.567	35.755		0.514	37.099									0.368	0.186	2.051	0.551	24.694	17.256	34.814	37.885				0.431	0.433	0.226	1.081	0.307	0.522	0.317	1.003	0.747	1.387	13.593	16.261					
S689X	3		UX39		18/07/2017 11:39									0.516	0.57	35.868		0.51	36.841									0.363	0.175	2.067	0.535	23.727	16.404	33.593	36.735				0.438	0.435	0.225	1.054	0.295	0.517	0.316	0.979	0.732	1.548	13.523	16.247					
S689X	12		UX39		18/07/2017 12:03									0.515	0.559	35.42	0.452	0.516	36.7135									0.362	0.175	2.058	0.529	23.906	17.005	34.034	37.022	754.526			0.4295	0.433	0.224	1.065	0.2945	0.509	0.313	0.991	0.7195	1.486	13.514	16.1025					0.862
S689X	13		UX39		18/07/2017 12:24									0.526	0.576	35.973	0.44	0.508	37.337									0.351	0.137	2.62	0.493	23.4	15.866	33.522	36.434	759.192			0.419	0.437	0.227	1.058	0.277	0.516	0.319	0.978	0.698		13.418	16.142					0.858
S689X	15		UX39		13/07/2017 13:15									0.532	0.575	36.033	0.45	0.521	37.479									0.374	0.193	1.974	0.567	23.62	16.458	32.949	36.573	753.326			0.442	0.431	0.216	1.035	0.298	0.519	0.315	0.981	0.739		13.534	16.111					0.868
S689X	21		UX39		18/07/2017 12:29									0.523	0.563	36.011		0.53	37.496									0.358	0.189	1.849	0.554	24.252	16.926	34.341	37.139				0.424	0.43	0.224	1.072	0.304	0.522	0.316	0.995	0.736	1.414	13.507	16.081					
S689Y	1		UX39		24/07/2017 17:46									0.52	0.561	35.404		0.513	36.751									0.357	0.177	1.949	0.533	23.846	16.398	33.705	36.674				0.429	0.43	0.226	1.064	0.297	0.512	0.316	0.985	0.732	1.448	13.375	16.068					
S689Y	7		UX39		24/07/2017 17:50									0.519	0.568	35.495		0.514	36.873									0.36	0.168	2.099	0.53	23.948	16.311	33.946	36.943				0.429	0.432	0.225	1.07	0.297	0.506	0.318	0.99	0.725	1.472	13.381	16.092					
S689Y	12		UX39		24/07/2017 18:11									0.508	0.556	35.386	0.452	0.517	36.475									0.344	0.177	1.934	0.527	23.759	16.662	34.183	37.219	767.059			0.415	0.425	0.227	1.076	0.297	0.512	0.319	0.997	0.715		13.397	16.066					0.871
S689Y	13		UX39		24/07/2017 18:32									0.51	0.562	35.45	0.449	0.519	36.887									0.349	0.17	2.059	0.517	23.97	16.586	34.057	37.237	764.259			0.42	0.426	0.226	1.076	0.302	0.506	0.319	0.992	0.718		13.366	16.171					0.855
S689Y	17		UX39		24/07/2017 18:36									0.511	0.555	35.087		0.518	36.4									0.351	0.165	2.109	0.516	24.208	16.661	34.268	37.311				0.424	0.431	0.228	1.077	0.292	0.511	0.318	0.992	0.72	1.42	13.397	16.228					
S689Y	22		UX39		24/07/2017 18:41									0.515	0.557	35.296		0.508	36.432									0.35	0.152	2.243	0.502	23.891	16.593	34.135	37.021				0.421	0.437	0.228	1.076	0.285	0.501	0.316	0.985	0.707	1.46	13.391	16.207					
S689Z	7		UX39		17/07/2017 18:09									0.5	0.549	35.372		0.497	36.828									0.348	0.134	2.5	0.481	24.252	17.445	34.358	37.229				0.42	0.429	0.227	1.078	0.282	0.499	0.309	0.989	0.7	1.512	13.463	16.226					
S689Z	12		UX39		17/07/2017 18:30									0.516	0.564	35.765	0.436	0.505	37.143									0.347	0.158	2.142	0.51	24.435	16.848	34.843	37.398	756.126			0.417	0.435	0.232	1.094	0.286	0.499	0.319	0.999	0.709		13.414	16.107					0.828
S689Z	13		UX39		17/07/2017 18:52									0.521	0.585	35.83	0.426	0.495	36.699									0.359	0.144	2.444	0.505	23.921	15.943	34.402	37.235	754.926			0.427	0.447	0.233	1.082	0.278	0.498	0.326	0.994	0.704		13.402	16.09					0.84
S689Z	14		UX39		17/07/2017 18:56									0.519	0.565	35.83		0.495	36.895									0.349	0.175	2.006	0.521	24.625	17.217	34.914	37.571				0.424	0.436	0.228	1.092	0.301	0.511	0.317	1	0.728	1.45	13.443	16.185					
S689Z	17		UX39		17/07/2017 19:00									0.524	0.572	36.208		0.499	37.097									0.356	0.14	2.65	0.509	24.519	16.828	34.75	37.495				0.428	0.439	0.23	1.088	0.277	0.49	0.319	0.999	0.709	1.523	13.428	16.136					
S689Z	21		UX39		17/07/2017 19:05									0.513	0.571	35.732		0.506	36.782									0.356	0.159	2.164	0.515	23.937	16.571	34.226	37.086				0.426	0.435	0.23	1.079	0.279	0.502	0.322	0.996	0.705	1.513	13.403	16.059					
S689Z	25		UX39		17/07/2017 19:09									0.519	0.577	35.956		0.501	36.848									0.358	0.163	2.255	0.523	24.06	16.288	34.239	37.011				0.433	0.447	0.227	1.07	0.294	0.506	0.319	0.986	0.727	1.468	13.529	16.182					
S68DH	1		UXIL		09/07/2017 21:33	218.864	19.492	41.33	0.494	36.605	0.484	10.117	0.457	0.506	0.554	36.492		0.502	37.639		0.493	52.545	0.482	17.164	0.365			0.313	0.194			25.352	19.97	36.273	38.888				0.401	0.417	0.246	1.185	0.306	0.5	0.318	1.09	0.715		12.637	15.046	0.249		0.13		
S68DH	3		UXIL		09/07/2017 21:38	199.477	21.902	41.395	0.479	37.86	0.476	9.762	0.443	0.511	0.568	36.696		0.497	37.851		0.465	55.21	0.466	17.555	0.351			0.299	0.175			24.851	19.083	36.648	39.213				0.391	0.416	0.254	1.202	0.324	0.514	0.331	1.098	0.712		12.565	15.032	0.235		0.13		
S68DH	5		UXIL		09/07/2017 21:43	205.298	21.598	41.465	0.486	35.915	0.497	8.16	0.459	0.519	0.57	36.57		0.495	37.57		0.481	54.44	0.472	16.681	0.366			0.309	0.175			25.299	19.014	36.697	39.282				0.395	0.423	0.251	1.2	0.313	0.506	0.33	1.094	0.691		12.677	15.157	0.247		0.104		
S68DH	11		UXIL		09/07/2017 21:48	200.597	23.71	42.65	0.489	41.26	0.462	10.841	0.44	0.502	0.567	36.731		0.501	37.868		0.465	58.295	0.449	17.347	0.343			0.288	0.141			23.414	18.301	35.487	38.023				0.383	0.425	0.257	1.159	0.292	0.511	0.323	1.064	0.673		12.716	15.201	0.238		0.077		
S68DH	19		UXIL		09/07/2017 21:53	189.724	22.05	43.285	0.475	36.865	0.488	8.831	0.438	0.496	0.568	36.489		0.503	37.656		0.478	53.895	0.462	17.7	0.337			0.304	0.181			24.526	18.539	35.918	38.24				0.388	0.428	0.25	1.172	0.294	0.512	0.323	1.074	0.69		12.699	15.098	0.239		0.088		
S68DH	25		UXIL		09/07/2017 21:58	198.668	20.244	39.515	0.504	35.165	0.499	9.8	0.445	0.498	0.559	36.4		0.508	37.553		0.489	54.46	0.477	17.143	0.356			0.31	0.156			24.19	19.013	35.484	37.904				0.397	0.429	0.245	1.158	0.308	0.507	0.312	1.057	0.7		12.733	15.221	0.243		0.103		
S68DX	2		UX39		18/07/2017 20:44									0.526	0.577	35.918		0.509	37.081									0.368	0.186	2.065	0.556	23.066	16.02	32.743	35.448				0.438	0.44	0.221	1.035	0.308	0.519	0.308	0.96	0.744	1.409	13.477	16.067					
S68DX	12		UX39		18/07/2017 21:05									0.508	0.562	35.693	0.452	0.521	36.837									0.357	0.164	2.069	0.518	22.985	16.309	32.816	36.039	764.259			0.426	0.43	0.222	1.037	0.303	0.52	0.312	0.973	0.732		13.463	16.046					0.843
S68DX	13		UX39		18/07/2017 21:30									0.5235	0.573	35.987	0.455	0.524	36.9275									0.368	0.197	1.8775	0.564	23.619	16.5355	33.275	36.328	765.192			0.439	0.4395	0.221	1.046	0.3115	0.522	0.31	0.974	0.7555	1.381	13.512	16.1205					0.852
S68DX	16		UX39		18/07/2017 21:34									0.518	0.575	35.883		0.517	36.917									0.362	0.161	2.166	0.532	23.195	16.055	32.924	35.629				0.426	0.438	0.222	1.037	0.305	0.522	0.309	0.96	0.735	1.424	13.526	16.132					
S68DX	21		UX39		18/07/2017 21:40									0.518	0.575	35.875		0.52	36.86									0.352	0.176	1.994	0.523	23.244	16.247	33.058	36.451				0.422	0.44	0.223	1.047	0.298	0.526	0.316	0.981	0.718	1.409	13.432	16.06					
S68DX	22		UX39		18/07/2017 21:45									0.527	0.584	36.275		0.523	37.238									0.368	0.178	2.049	0.544	23.186	16.081	33.121	35.97				0.437	0.446	0.223	1.041	0.307	0.525	0.31	0.965	0.741	1.378	13.54	16.12					
S68DY	5		UX39		13/07/2017 03:32									0.526	0.57	35.247		0.498	36.745									0.368	0.213	1.752	0.575	25.099	16.864	34.528	37.523				0.439	0.438	0.22	1.085	0.336	0.514	0.32	0.999	0.772	1.335	13.416	16.161					
S68DY	6		UX39		13/07/2017 03:36									0.531	0.577	35.645		0.501	36.624									0.368	0.195	1.82	0.558	24.919	16.895	35.204	37.932				0.436	0.444	0.228	1.098	0.329	0.515	0.324	1.009	0.759	1.326	13.427	16.184					
S68DY	10		UX39		13/07/2017 03:41									0.536	0.58	35.984		0.505	37.429									0.363	0.192	1.901	0.557	24.893	16.888	35.241	37.998				0.431	0.439	0.228	1.101	0.311	0.514	0.325	1.01	0.741	1.363	13.424	16.164					
S68DY	11		UX39		13/07/2017 03:45									0.517	0.563	35.45		0.498	37.019									0.345	0.194	1.81	0.547	24.904	16.976	35.03	37.927				0.427	0.436	0.225	1.097	0.319	0.513	0.321	1.006	0.753	1.351	13.417	16.215					
S68DY	12		UX39		13/07/2017 04:08									0.5165	0.574	35.7355	0.436	0.505	36.7735									0.354	0.1725	1.982	0.5265	24.667	16.608	34.7685	37.7065	744.793			0.423	0.4315	0.227	1.089	0.3135	0.516	0.322	1.002	0.7405	1.316	13.4395	16.1795					0.843
S68DY	13		UX39		13/07/2017 04:30									0.523	0.578	35.765	0.436	0.503	37.287									0.361	0.208	1.715	0.574	24.795	16.88	35.141	37.916	751.992			0.425	0.437	0.229	1.099	0.326	0.513	0.326	1.007	0.745		13.413	16.174					0.845
S68DY	15		UX39		13/07/2017 04:34									0.523	0.576	35.832		0.503	36.999									0.357	0.181	1.928	0.544	24.462	16.558	34.25	37.199				0.436	0.435	0.221	1.076	0.327	0.517	0.318	0.993	0.757	1.33	13.429	16.16					
S68DY	17		UX39		13/07/2017 04:39									0.523	0.568	35.427		0.503	37.112									0.368	0.188	1.948	0.556	24.557	16.541	34.334	37.281				0.43	0.438	0.223	1.079	0.306	0.511	0.318	0.996	0.737	1.415	13.425	16.162					
S68DY	18		UX39		13/07/2017 04:43									0.521	0.574	35.571		0.507	36.599									0.356	0.198	1.778	0.55	24.958	16.878	34.587	37.693				0.434	0.434	0.22	1.086	0.318	0.519	0.319	0.999	0.756	1.375	13.446	16.242					
S68DY	25		UX39		13/07/2017 04:47									0.52	0.572	35.821		0.503	36.727									0.353	0.196	1.846	0.548	24.261	16.57	34.059	36.884				0.42	0.436	0.223	1.068	0.311	0.514	0.315	0.983	0.729	1.315	13.509	16.239					
S68DZ	3		UX39		18/07/2017 18:38									0.521	0.58	35.461		0.504	36.703									0.369	0.195	1.855	0.57	24.564	16.815	34.612	37.572				0.443	0.453	0.227	1.081	0.318	0.508	0.318	0.993	0.754	1.409	13.473	16.249					
S68DZ	7		UX39		18/07/2017 18:42									0.519	0.579	35.297		0.509	36.681									0.371	0.192	2.011	0.558	23.93	16.085	33.87	36.752				0.437	0.449	0.224	1.068	0.313	0.515	0.321	0.987	0.754	1.406	13.412	16.057					
S68DZ	12		UX39		18/07/2017 19:03									0.515	0.576	35.177	0.434	0.504	36.45									0.367	0.177	2.077	0.542	23.705	16.235	33.705	37.235	763.192			0.427	0.44	0.224	1.06	0.311	0.508	0.322	0.996	0.742		13.424	16.059					0.849
S68DZ	13		UX39		18/07/2017 19:24									0.514	0.569	35.437	0.443	0.507	36.734									0.36	0.19	1.889	0.544	24.278	16.65	34.314	37.361	764.126			0.421	0.43	0.228	1.077	0.312	0.512	0.319	0.993	0.731		13.399	16.239					0.865
S68DZ	16		UX39		18/07/2017 19:29									0.521	0.578	35.281		0.514	36.587									0.36	0.178	2.017	0.552	24.139	15.632	34.023	36.686				0.437	0.453	0.225	1.067	0.316	0.524	0.324	0.986	0.757	1.393	13.466	16.081					
S68DZ	17		UX39		18/07/2017 19:34									0.523	0.58	35.451		0.513	36.835									0.362	0.185	1.93	0.542	24.117	16.132	34.154	37.561				0.442	0.442	0.224	1.076	0.316	0.511	0.328	1.004	0.757	1.394	13.379	16.084					
S68DZ	18		UX39		18/07/2017 19:38									0.517	0.581	35.167		0.503	36.504									0.356	0.183	1.945	0.533	23.822	16.028	34.142	37.186				0.425	0.446	0.229	1.072	0.297	0.506	0.323	0.989	0.729	1.407	13.408	16.181					
S68KP	12		UX39		16/07/2017 05:37									0.514	0.566	35.016	0.435	0.505	36.259									0.354	0.155	2.258	0.514	23.96	16.895	34.234	37.293	759.326			0.42	0.44	0.228	1.076	0.287	0.503	0.318	0.998	0.71		13.436	16.056					0.85
S68KP	13		UX39		16/07/2017 06:02									0.522	0.576	35.3455	0.435	0.499	36.5925									0.349	0.147	2.375	0.492	23.3895	16.3595	33.6065	37.071	760.392			0.418	0.4415	0.227	1.06	0.2845	0.509	0.3185	0.9865	0.702	1.519	13.4395	16.2325					0.825
S68KP	16		UX39		16/07/2017 06:06									0.526	0.567	35.448		0.508	36.657									0.358	0.183	1.989	0.529	24.348	17.257	34.236	37.402				0.426	0.441	0.224	1.076	0.285	0.502	0.315	0.994	0.712	1.512	13.446	16.259					
S68KP	19		UX39		16/07/2017 06:11									0.506	0.562	35.218		0.504	36.417									0.347	0.178	1.967	0.52	24.245	16.702	34.163	37.068				0.419	0.438	0.227	1.074	0.295	0.504	0.317	0.993	0.718	1.404	13.455	16.061					
S68KP	21		UX39		16/07/2017 06:16									0.525	0.577	35.718		0.524	36.874									0.351	0.166	2.096	0.524	24.14	16.637	34.117	37.26				0.422	0.446	0.225	1.075	0.302	0.519	0.323	1	0.725	1.375	13.439	16.054					
S68KP	24		UX39		16/07/2017 06:21									0.526	0.573	35.754		0.515	36.921									0.363	0.167	2.163	0.524	23.708	16.592	33.935	37.005				0.421	0.445	0.226	1.064	0.303	0.511	0.316	0.991	0.732	1.425	13.486	16.072					
S68TT	3		UX39		18/07/2017 21:48									0.531	0.57	35.465		0.499	36.709									0.353	0.188	1.835	0.533	24.136	16.348	34.486	37.061				0.431	0.431	0.234	1.085	0.313	0.508	0.321	0.995	0.728	1.377	13.432	16.083					
S68TT	9		UX39		18/07/2017 21:52									0.524	0.564	35.316		0.518	36.689									0.34	0.186	1.921	0.527	23.691	16.424	33.609	36.645				0.427	0.429	0.229	1.06	0.308	0.525	0.315	0.983	0.725	1.392	13.414	16.128					
S68TT	12		UX39		18/07/2017 22:14									0.521	0.56	35.24	0.45	0.516	36.728									0.355	0.177	2.028	0.534	24.172	17.057	34.362	37.428	749.593			0.428	0.429	0.229	1.075	0.299	0.514	0.316	0.998	0.726		13.483	16.117					0.868
S68TT	13		UX39		18/07/2017 22:35									0.524	0.561	35.539	0.45	0.511	36.966									0.36	0.177	2.017	0.537	24.59	17.573	34.544	37.3	749.859			0.432	0.425	0.227	1.08	0.303	0.508	0.311	0.992	0.729		13.495	16.193					0.856
S68TT	19		UX39		18/07/2017 22:39									0.521	0.56	35.253		0.506	36.691									0.336	0.183	1.908	0.517	23.853	16.655	34.466	37.335				0.408	0.419	0.234	1.084	0.292	0.517	0.321	0.999	0.706	1.418	13.393	16.123					
S68TT	21		UX39		18/07/2017 22:44									0.518	0.559	34.893		0.503	36.305									0.339	0.18	1.843	0.525	23.749	16.463	33.993	37				0.409	0.421	0.231	1.069	0.306	0.518	0.318	0.987	0.708	1.355	13.419	16.107					
S68TT	22		UX39		18/07/2017 22:48									0.524	0.559	35.168		0.517	36.619									0.362	0.176	2.016	0.54	24.043	17.074	34.039	37.332				0.431	0.419	0.227	1.068	0.305	0.505	0.314	0.993	0.731	1.414	13.438	16.124					
S68TU	3		UX39		18/07/2017 01:11									0.526	0.577	35.078		0.519	36.218									0.38	0.208	1.796	0.589	24.157	16.278	34.161	37.175				0.442	0.45	0.225	1.068	0.326	0.532	0.323	0.992	0.769	1.353	13.514	16.144					
S68TU	4		UX39		18/07/2017 01:15									0.513	0.568	35.014		0.512	36.305									0.365	0.206	1.786	0.57	24.14	16.672	34.78	37.771				0.43	0.439	0.231	1.081	0.327	0.525	0.324	1.004	0.757	1.312	13.539	16.148					
S68TU	7		UX39		18/07/2017 01:21									0.52	0.572	34.92		0.52	36.181									0.37	0.2	1.905	0.577	24.412	16.701	34.373	37.4				0.435	0.445	0.225	1.072	0.326	0.526	0.318	0.989	0.76	1.331	13.546	16.328					
S68TU	8		UX39		18/07/2017 01:25									0.528	0.577	35.874		0.521	37.042									0.356	0.181	1.972	0.543	23.901	16.424	33.95	37.131				0.418	0.437	0.227	1.063	0.301	0.526	0.318	0.984	0.719	1.391	13.518	16.306					
S68TU	12		UX39		18/07/2017 01:49									0.523	0.571	35.296	0.453	0.52	36.635									0.368	0.212	1.783	0.579	24.641	17.093	34.483	37.65	747.193			0.432	0.435	0.224	1.077	0.332	0.527	0.316	0.995	0.763		13.502	16.302					0.811
S68TU	13		UX39		18/07/2017 02:14									0.519	0.573	35.153	0.454	0.523	36.329									0.363	0.197	1.777	0.56	24.345	16.364	34.614	37.559	744.393			0.43	0.444	0.229	1.083	0.321	0.528	0.327	1.002	0.758		13.472	16.13					0.807
S68TU	18		UX39		18/07/2017 02:20									0.515	0.562	35.118		0.516	36.231									0.36	0.216	1.659	0.574	24.368	16.583	34.486	37.277				0.433	0.435	0.227	1.085	0.344	0.524	0.321	1	0.772	1.265	13.429	16.04					
S68UZ	5		UXSN		24/07/2017 18:08	199.759	18.808	35.385	0.506	31.64	0.502	9.924	0.431	0.513	0.583	35.122		0.513	36.49							0.504	0.397	0.331	0.162			23.248	15.956	34.626	37.792				0.407	0.442	0.246	1.086	0.294	0.516	0.335	1.012			13.421	16.007					
S68UZ	13		UXSN		24/07/2017 18:16	208.598	18.154	37.515	0.501	32.23	0.504	10.612	0.405	0.51	0.575	35.375		0.497	36.627							0.505	0.367	0.325	0.117			23.065	15.905	34.617	37.538				0.392	0.442	0.244	1.082	0.262	0.499	0.328	0.997			13.46	16.208					
S68UZ	16		UXSN		24/07/2017 18:23	174.613	20.556	39.375	0.476	34.35	0.486	10.99	0.394	0.514	0.58	35.256		0.499	36.327							0.48	0.38	0.306	0.115			23.156	15.873	34.288	37.412				0.377	0.435	0.244	1.088	0.265	0.503	0.332	1.001			13.231	16.07					
S68UZ	22		UXSN		24/07/2017 18:31	197.086	18.574	37.525	0.491	32.92	0.499	10.537	0.415	0.512	0.584	35.294		0.513	36.435							0.51	0.408	0.33	0.148			23.342	15.792	34.51	38.07				0.401	0.442	0.241	1.085	0.275	0.514	0.339	1.018			13.438	16.014					
