LOTID5	WAFER_ID	PROCESS_ID_LE821910_PROCESS_ID_MAX	ET_TIME_LE821910_TKOUT_TIME_MAX	D120_M1_1b_lat_100BCR	D120_M1_1b_lat_100IRD_L	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Cov	EGP_2/0.15_Vtsat	EGP_2/2_Vtlin	EGP_Cov	LVTN_0.21/0.03x7_Vtsat	LVTP_0.3/0.03x5_Vtsat	Lpoly_RVTN	Lpoly_RVTP	RVTN_Cov	RVTN_Covdd	RVTP_Cov	RVTP_Covdd	SGN_Tox_inv	SGP_Tox_inv	date	month	date_lot
S5ZA7	25	UXTD	28/06/2017 22:22			466.886	463.805	9.734	438.231	0.509	0.574	0.208	0.266	0.472	0.58	0.342	0.23	33.828	36.642	0.217	1.064	0.24	0.978	13.439	16.206	28	6	6/28_S5ZA7
S5ZCG	3	UXTD	28/06/2017 12:21			490.421	489.979	9.728	446.971	0.516	0.569	0.205	0.275	0.482	0.571	0.37	0.231	32.777	36.329	0.211	1.038	0.228	0.97	13.434	16.223	28	6	6/28_S5ZCG
S5ZCG	5	UXTD	28/06/2017 13:22	225.464	19.995	474.365	474.877	10.032	417.211	0.517	0.573	0.206	0.27	0.477	0.579	0.348	0.211	32.888	36.1	0.217	1.042	0.231	0.963	13.413	16.253	28	6	6/28_S5ZCG
S5ZCG	6	UXTD	28/06/2017 13:34			469.819	455.88	10.693	432.54	0.511	0.568	0.207	0.28	0.478	0.578	0.344	0.229	33.228	36.199	0.217	1.054	0.233	0.969	13.368	16.182	28	6	6/28_S5ZCG
S5ZDZ	3	UXTD	28/06/2017 11:49			471.57	464.737	10.231	428.434	0.505	0.563	0.207	0.272	0.472	0.568	0.326	0.214	33.526	36.311	0.222	1.057	0.235	0.964	13.428	16.347	28	6	6/28_S5ZDZ
S5ZDZ	4	UXTD	28/06/2017 12:04			470.096	473.59	8.696	462.541	0.503	0.566	0.207	0.269	0.476	0.571	0.335	0.228	33.181	36.421	0.222	1.051	0.244	0.973	13.405	16.196	28	6	6/28_S5ZDZ
S5ZDZ	5	UXTD	28/06/2017 21:45	210.482	21.636	470.863	478.37	9.227	437.5	0.506	0.567	0.207	0.274	0.482	0.573	0.33	0.21	32.91	35.961	0.217	1.042	0.236	0.959	13.424	16.294	28	6	6/28_S5ZDZ
S5ZF3	24	UXTD	28/06/2017 22:55	197.792	21.44	451.435	455.74	9.741	435.775	0.514	0.56	0.204	0.28	0.481	0.565	0.34	0.212	32.974	36.266	0.212	1.048	0.231	0.969	13.35	16.206	28	6	6/28_S5ZF3
S5ZF3	25	UXTD	28/06/2017 23:07			457.916	455.673	10.362	441.598	0.511	0.571	0.204	0.269	0.475	0.566	0.343	0.207	32.46	35.853	0.214	1.038	0.235	0.961	13.379	16.22	28	6	6/28_S5ZF3
S5ZKV	21	UXTD	28/06/2017 00:00			476.5	475.24	9.28	461.81	0.509	0.577	0.204	0.276	0.489	0.569	0.343	0.231	32.597	35.627	0.211	1.035	0.237	0.96	13.382	16.16	28	6	6/28_S5ZKV
S5ZKV	24	UXTD	28/06/2017 00:13			472.254	478.123	8.583	460.9	0.509	0.565	0.205	0.276	0.484	0.563	0.341	0.239	33.526	36.405	0.216	1.057	0.236	0.975	13.44	16.193	28	6	6/28_S5ZKV
S5ZTF	4	UXTD	28/06/2017 16:11			474.974	481.462	10.64	412.617	0.5	0.567	0.204	0.282	0.496	0.571	0.357	0.21	32.204	35.721	0.212	1.021	0.234	0.955	13.457	16.283	28	6	6/28_S5ZTF
S5ZTF	5	UXTD	28/06/2017 17:14	202.311	21.044	466.37	464.65	10.827	439.295	0.493	0.563	0.206	0.279	0.495	0.558	0.35	0.201	32.07	35.194	0.215	1.019	0.237	0.947	13.428	16.219	28	6	6/28_S5ZTF
S601A	3	UXTD	28/06/2017 22:17	218.198	20.546	468.7	465.682	10.549	447.858	0.504	0.568	0.205	0.287	0.483	0.571	0.347	0.242	33.82	36.244	0.219	1.066	0.227	0.967	13.414	16.246	28	6	6/28_S601A
S601A	4	UXTD	28/06/2017 22:29			476.309	485.214	10.274	426.65	0.521	0.582	0.205	0.279	0.48	0.578	0.345	0.23	33.532	36.104	0.218	1.055	0.231	0.963	13.463	16.273	28	6	6/28_S601A
S601C	3	UXTD	28/06/2017 22:05	191.289	21.707	459.048	464.021	10.659	425.155	0.502	0.571	0.206	0.282	0.489	0.574	0.331	0.223	33.041	36.143	0.216	1.046	0.238	0.966	13.415	16.24	28	6	6/28_S601C
S601C	4	UXTD	28/06/2017 22:17			453.794	456.616	10.76	447.373	0.504	0.566	0.207	0.28	0.488	0.568	0.332	0.209	33.103	36.271	0.218	1.048	0.235	0.97	13.402	16.231	28	6	6/28_S601C
S605D	3	UXTD	28/06/2017 13:09			466.686	469.827	10.006	429.6	0.512	0.578	0.208	0.265	0.48	0.566	0.33	0.232	33.104	35.58	0.22	1.039	0.241	0.951	13.547	16.286	28	6	6/28_S605D
S605D	4	UXTD	28/06/2017 13:21			460.9	461.071	10.512	420.417	0.507	0.576	0.208	0.275	0.485	0.57	0.33	0.227	33.616	36.17	0.221	1.053	0.236	0.958	13.516	16.405	28	6	6/28_S605D
S605D	5	UXTD	28/06/2017 14:23	220.719	20.804	466.051	477.289	10.138	434.725	0.495	0.566	0.21	0.279	0.488	0.574	0.33	0.224	33.334	35.881	0.221	1.048	0.238	0.96	13.494	16.272	28	6	6/28_S605D
S607F	3	UXTD	28/06/2017 14:02			459.904	466.75	10.583	429.265	0.521	0.574	0.204	0.274	0.478	0.568	0.334	0.22	32.416	35.296	0.218	1.027	0.227	0.945	13.42	16.293	28	6	6/28_S607F
S607F	4	UXTD	28/06/2017 14:14			457.257	462.658	9.785	443.219	0.511	0.572	0.207	0.28	0.477	0.559	0.336	0.237	33.524	36.168	0.224	1.058	0.231	0.965	13.418	16.285	28	6	6/28_S607F
S607F	5	UXTD	28/06/2017 15:15	200.052	20.803	464.989	480.215	10.296	433.46	0.523	0.584	0.202	0.28	0.484	0.57	0.335	0.218	32.153	35.155	0.216	1.023	0.228	0.944	13.382	16.236	28	6	6/28_S607F
S607H	9	UXTD	28/06/2017 10:41			462.581	472.73	9.533	450.33	0.521	0.574	0.204	0.285	0.477	0.569	0.349	0.26	33.276	36.216	0.214	1.054	0.236	0.979	13.34	15.99	28	6	6/28_S607H
S607H	10	UXTD	28/06/2017 11:43	202.945	20.633	468.832	460.449	10.529	427.044	0.527	0.577	0.204	0.278	0.479	0.566	0.336	0.225	32.938	36.313	0.22	1.041	0.232	0.97	13.424	16.204	28	6	6/28_S607H
S60BC	20	UXTD	28/06/2017 22:42			445.3	455.084	9.738	438.279	0.502	0.567	0.209	0.265	0.482	0.57	0.32	0.209	33.271	36.328	0.222	1.056	0.24	0.976	13.349	16.136	28	6	6/28_S60BC
S60BC	21	UXTD	28/06/2017 22:55			418.963	457.169	10.08	430.285	0.504	0.569	0.209	0.277	0.488	0.565	0.317	0.21	33.313	36.256	0.223	1.059	0.24	0.974	13.338	16.151	28	6	6/28_S60BC
S60BC	23	UXTD	28/06/2017 23:56	183.018	21.778	440.013	451.955	11.364	414.596	0.496	0.565	0.209	0.265	0.476	0.564	0.318	0.206	32.791	35.672	0.22	1.045	0.238	0.963	13.349	16.11	28	6	6/28_S60BC
S60RR	20	UXTD	28/06/2017 23:14			446.632	458.103	9.273	455.229	0.511	0.573	0.206	0.277	0.482	0.571	0.336	0.229	33.155	35.952	0.215	1.048	0.238	0.963	13.417	16.204	28	6	6/28_S60RR
S60UG	1	UXTD	28/06/2017 19:01			455.113	464.079	9.867	428.122	0.506	0.567	0.206	0.278	0.481	0.565	0.344	0.234	33.249	36.09	0.215	1.048	0.232	0.962	13.452	16.256	28	6	6/28_S60UG
S60UG	5	UXTD	28/06/2017 19:13			459.558	462.158	10.411	432.958	0.501	0.569	0.205	0.279	0.483	0.566	0.352	0.23	32.901	35.858	0.211	1.04	0.227	0.957	13.454	16.286	28	6	6/28_S60UG
S60UG	9	UXTD	28/06/2017 19:24			437.831	448.242	11.184	423.801	0.501	0.577	0.207	0.272	0.476	0.575	0.326	0.208	33.351	36.067	0.22	1.055	0.234	0.959	13.404	16.325	28	6	6/28_S60UG
S60UG	13	UXTD	28/06/2017 20:26	200.745	22.059	455.407	466.52	9.509	447.938	0.504	0.567	0.207	0.276	0.481	0.565	0.342	0.224	32.976	35.853	0.215	1.044	0.232	0.959	13.419	16.256	28	6	6/28_S60UG
S60UG	15	UXTD	28/06/2017 20:38			450.375	453.1	9.642	462.824	0.504	0.574	0.207	0.272	0.477	0.573	0.332	0.212	33.484	36.163	0.22	1.05	0.238	0.962	13.502	16.31	28	6	6/28_S60UG
S60UG	17	UXTD	28/06/2017 20:48			463.989	454.739	10.113	435.4	0.498	0.571	0.206	0.269	0.481	0.57	0.344	0.224	32.759	35.772	0.212	1.033	0.234	0.956	13.512	16.348	28	6	6/28_S60UG
S60UG	24	UXTD	28/06/2017 21:00			450.626	461.509	10.51	435.628	0.503	0.572	0.207	0.277	0.48	0.571	0.337	0.225	33.267	36.166	0.215	1.052	0.235	0.963	13.407	16.269	28	6	6/28_S60UG
S60UH	2	UXTD	28/06/2017 23:51			468.735	468.7	8.65	463.018	0.519	0.578	0.203	0.275	0.487	0.565	0.342	0.231	31.917	35.157	0.21	1.016	0.237	0.947	13.395	16.126	28	6	6/28_S60UH
S60UK	3	UXTD	28/06/2017 23:08	211.47	22.675	472.63	482.887	10.589	439.237	0.511	0.569	0.208	0.284	0.487	0.56	0.356	0.243	33.855	36.743	0.22	1.069	0.236	0.982	13.344	16.128	28	6	6/28_S60UK
S60UK	4	UXTD	28/06/2017 23:22			469.484	472.793	10.723	429.983	0.518	0.574	0.205	0.281	0.497	0.564	0.357	0.232	33.209	36.487	0.216	1.05	0.236	0.976	13.415	16.179	28	6	6/28_S60UK
S615X	4	UXTD	28/06/2017 15:37			466.725	472.126	10.02	430.719	0.517	0.573	0.206	0.274	0.484	0.572	0.335	0.205	32.37	35.453	0.216	1.027	0.236	0.953	13.456	16.194	28	6	6/28_S615X
S615X	5	UXTD	28/06/2017 16:39	218.901	19.888	481.009	467.951	9.791	436.733	0.512	0.573	0.206	0.28	0.49	0.573	0.338	0.203	32.477	35.704	0.217	1.027	0.244	0.954	13.475	16.292	28	6	6/28_S615X
S61DG	21	UXTD	28/06/2017 23:42			455.275	465.51	10.518	415.233	0.512	0.572	0.204	0.271	0.484	0.575	0.342	0.22	32.284	35.32	0.213	1.03	0.234	0.954	13.378	16.17	28	6	6/28_S61DG
S62DR	13	UXTN	28/06/2017 13:35	215.502	18.087	473.132	481.857	8.667	472.529							0.359	0.188	33.626	36.418	0.209	1.061	0.238	0.977	13.39	16.142	28	6	6/28_S62DR
S62DU	13	UXTN	28/06/2017 08:13	220.214	19.031	465.465	470.455	9.408	450.614							0.334	0.206	32.941	36.262	0.209	1.056	0.231	0.973	13.216	16.135	28	6	6/28_S62DU
S62HA	2	UXTN	28/06/2017 19:03	255.773	17.6	481.101	494.282	9.591	443.012							0.358	0.233	34.328	36.86	0.216	1.08	0.24	0.987	13.394	16.113	28	6	6/28_S62HA
S62HB	13	UXTN	28/06/2017 23:30	214.74	18.827	478.759	470.825	11.339	412.566							0.357	0.209	33.711	36.906	0.214	1.064	0.245	0.987	13.386	16.125	28	6	6/28_S62HB
S62HD	13	UXTN	28/06/2017 20:24	209.924	17.371	472.45	473.503	9.634	447.414							0.352	0.205	32.851	35.907	0.211	1.046	0.24	0.967	13.342	16.096	28	6	6/28_S62HD
S62WD	2	UXTD	28/06/2017 22:15			465.539	458.071	9.298	454.421	0.505	0.57	0.205	0.269	0.486	0.569	0.339	0.228	33.053	36.114	0.216	1.048	0.244	0.966	13.388	16.147	28	6	6/28_S62WD
S62WD	3	UXTD	28/06/2017 23:16	194.371	21.179	455.36	451.432	10.135	437.24	0.505	0.567	0.207	0.27	0.485	0.568	0.336	0.215	33.308	36.325	0.219	1.058	0.243	0.974	13.388	16.17	28	6	6/28_S62WD
S62Y7	6	UXTD	28/06/2017 17:43			452.782	441.659	10.369	439.782	0.509	0.567	0.207	0.265	0.468	0.561	0.339	0.236	32.797	35.874	0.219	1.043	0.234	0.963	13.345	16.162	28	6	6/28_S62Y7
S62Y7	8	UXTD	28/06/2017 17:56			460.641	449.507	11.756	422.339	0.513	0.579	0.207	0.26	0.475	0.577	0.33	0.232	32.934	35.927	0.22	1.045	0.24	0.967	13.347	16.102	28	6	6/28_S62Y7
S62Y7	11	UXTD	28/06/2017 18:07			459.057	455.271	11.061	440.61	0.511	0.564	0.206	0.269	0.475	0.57	0.341	0.229	33.246	36.41	0.214	1.055	0.232	0.974	13.326	16.151	28	6	6/28_S62Y7
S62Y7	13	UXTD	28/06/2017 19:11	210.207	21.457	463.057	453.777	10.624	432.073	0.508	0.571	0.206	0.268	0.479	0.566	0.334	0.223	33.035	36.121	0.215	1.051	0.235	0.968	13.327	16.202	28	6	6/28_S62Y7
S62Y7	16	UXTD	28/06/2017 19:24			448.1	443.549	10.19	441.508	0.512	0.576	0.206	0.262	0.474	0.567	0.337	0.24	32.945	36.261	0.217	1.049	0.237	0.974	13.326	16.111	28	6	6/28_S62Y7
S62Y7	18	UXTD	28/06/2017 19:35			453.974	452.724	10.926	428.618	0.512	0.561	0.207	0.262	0.472	0.563	0.335	0.232	32.842	36.056	0.217	1.047	0.235	0.969	13.342	16.114	28	6	6/28_S62Y7
S62Y7	25	UXTD	28/06/2017 19:48			452.244	460.643	10.365	438.019	0.519	0.586	0.203	0.268	0.47	0.561	0.35	0.233	32.495	35.527	0.211	1.034	0.231	0.955	13.435	16.21	28	6	6/28_S62Y7
S634H	3	UXTD	28/06/2017 23:26	179.899	22.009	446.242	450.752	9.837	444.406	0.508	0.566	0.205	0.281	0.495	0.573	0.324	0.215	33.283	36.185	0.217	1.055	0.236	0.966	13.385	16.259	28	6	6/28_S634H
S634H	4	UXTD	28/06/2017 23:38			445.3	449.022	9.967	439.447	0.5	0.565	0.208	0.278	0.495	0.569	0.325	0.204	33.731	36.291	0.224	1.061	0.243	0.968	13.393	16.245	28	6	6/28_S634H
S63PC	13	UXTN	28/06/2017 20:31	190.292	20.115	468.806	468.934	9.058	463.323							0.337	0.173	33.777	36.176	0.215	1.072	0.241	0.967	13.312	16.223	28	6	6/28_S63PC
S63PG	13	UXTN	28/06/2017 14:48	207.44	18.368	483.592	483.44	9.571	439.656							0.364	0.217	33.63	36.549	0.215	1.064	0.228	0.975	13.391	16.246	28	6	6/28_S63PG
S63TX	13	UXTN	28/06/2017 03:50	218.869	18.815	471.007	475.189	9.143	465.218							0.346	0.21	33.103	36.399	0.211	1.053	0.235	0.974	13.334	16.162	28	6	6/28_S63TX
S63TZ	13	UXTN	28/06/2017 18:48	213.775	16.347	501.133	484.3	8.278	472.978							0.356	0.21	32.907	36.246	0.208	1.043	0.244	0.973	13.373	16.132	28	6	6/28_S63TZ
S63U3	13	UXTN	28/06/2017 19:55	210.862	20.261	460.9	462.427	10.098	417.548							0.336	0.18	33.99	36.448	0.22	1.074	0.242	0.971	13.318	16.28	28	6	6/28_S63U3
S63U4	13	UXTN	28/06/2017 03:55	207.079	20.225	465.717	481.692	9.348	456.685							0.33	0.193	34.094	37.305	0.217	1.077	0.235	0.989	13.36	16.263	28	6	6/28_S63U4
SZ8K1	13	UXTN	28/06/2017 20:07	232.994	19.138	480.891	489.8	11.65	428.092							0.348	0.196	32.772	35.95	0.212	1.044	0.233	0.971	13.331	16.055	28	6	6/28_SZ8K1
SZ8K3	13	UXTN	28/06/2017 07:37	230.027	18.43	492.1	488.658	10.218	458.256							0.347	0.204	33.53	36.717	0.213	1.068	0.243	0.983	13.278	16.116	28	6	6/28_SZ8K3
SZ8K6	13	UXTN	28/06/2017 18:44	236.553	18.981	481.153	492.566	10.647	430.513							0.354	0.214	33.427	36.248	0.211	1.059	0.235	0.969	13.358	16.228	28	6	6/28_SZ8K6
SZ8K8	13	UXTN	28/06/2017 15:35	214.544	17.652	487.59	495.151	8.555	480.255							0.358	0.205	32.801	36.135	0.208	1.039	0.237	0.968	13.385	16.189	28	6	6/28_SZ8K8
S5Y9Z	3	UXTD	29/06/2017 04:11			450.526	454.615	10.999	419.124	0.509	0.569	0.206	0.277	0.484	0.569	0.337	0.195	32.926	36.345	0.22	1.045	0.238	0.97	13.361	16.246	29	6	6/29_S5Y9Z
S5Y9Z	10	UXTD	29/06/2017 04:24			466.342	458.84	11.444	435.244	0.51	0.577	0.209	0.266	0.476	0.571	0.331	0.194	33.13	35.841	0.228	1.047	0.236	0.955	13.361	16.274	29	6	6/29_S5Y9Z
S5Y9Z	11	UXTD	29/06/2017 04:35			474.591	462.086	10.549	450.214	0.487	0.553	0.207	0.287	0.484	0.551	0.337	0.219	32.48	35.972	0.217	1.037	0.232	0.963	13.341	16.251	29	6	6/29_S5Y9Z
S5Y9Z	13	UXTD	29/06/2017 05:37	205.263	20.206	471.176	471.639	10.311	452.46	0.499	0.57	0.207	0.282	0.485	0.563	0.342	0.218	33.159	36.621	0.22	1.05	0.236	0.975	13.395	16.217	29	6	6/29_S5Y9Z
S5Y9Z	17	UXTD	29/06/2017 05:49			467.29	482.903	9.63	467.636	0.494	0.563	0.208	0.283	0.486	0.566	0.34	0.232	33.113	36.281	0.219	1.048	0.238	0.969	13.386	16.2	29	6	6/29_S5Y9Z
S5Y9Z	20	UXTD	29/06/2017 06:00			473.328	457.536	11.182	421.097	0.497	0.567	0.206	0.276	0.473	0.557	0.346	0.226	32.73	35.576	0.217	1.034	0.234	0.955	13.42	16.212	29	6	6/29_S5Y9Z
S5Y9Z	24	UXTD	29/06/2017 06:12			461.851	473.271	11.058	434.944	0.497	0.565	0.21	0.275	0.477	0.556	0.337	0.21	32.548	35.145	0.227	1.033	0.232	0.947	13.425	16.213	29	6	6/29_S5Y9Z
S5YDY	2	UXTD	29/06/2017 02:36			478.432	496.32	11.466	410.896	0.515	0.57	0.203	0.267	0.473	0.572	0.342	0.212	32.357	35.744	0.212	1.031	0.232	0.957	13.393	16.246	29	6	6/29_S5YDY
S5YDY	5	UXTD	29/06/2017 02:48			465.298	467.015	11.297	402.802	0.515	0.573	0.204	0.267	0.474	0.573	0.332	0.201	32.217	35.402	0.214	1.029	0.233	0.954	13.344	16.131	29	6	6/29_S5YDY
S5YDY	11	UXTD	29/06/2017 02:59			466.815	469.047	11.279	403.145	0.507	0.564	0.206	0.271	0.474	0.57	0.341	0.22	32.961	36.215	0.217	1.047	0.234	0.969	13.371	16.169	29	6	6/29_S5YDY
S5YDY	13	UXTD	29/06/2017 04:00	235.706	19.494	469.645	465.21	11.382	416.578	0.514	0.566	0.204	0.27	0.478	0.568	0.344	0.209	32.55	35.781	0.213	1.038	0.23	0.959	13.343	16.222	29	6	6/29_S5YDY
S5YDY	19	UXTD	29/06/2017 04:12			472.784	475.97	11.596	436.065	0.516	0.567	0.205	0.269	0.479	0.579	0.352	0.206	33.067	36.751	0.215	1.053	0.239	0.985	13.322	16.111	29	6	6/29_S5YDY
S5YDY	22	UXTD	29/06/2017 04:23			463.256	462.227	12.985	403.515	0.503	0.564	0.208	0.26	0.472	0.579	0.342	0.199	32.882	35.598	0.222	1.04	0.238	0.959	13.374	16.141	29	6	6/29_S5YDY
S5YDY	23	UXTD	29/06/2017 04:35			484.3	481.453	11.414	407.956	0.517	0.572	0.205	0.264	0.473	0.571	0.352	0.21	32.533	35.43	0.214	1.033	0.229	0.95	13.404	16.255	29	6	6/29_S5YDY
S5YDZ	2	UXTD	29/06/2017 05:06			482.239	488.402	11.033	416.835	0.502	0.56	0.208	0.273	0.483	0.563	0.343	0.214	32.821	35.277	0.216	1.04	0.229	0.949	13.403	16.199	29	6	6/29_S5YDZ
S5YDZ	8	UXTD	29/06/2017 05:18			477.641	477.562	11.182	437.435	0.497	0.563	0.209	0.28	0.486	0.568	0.346	0.215	33.445	36.287	0.221	1.058	0.237	0.975	13.387	16.12	29	6	6/29_S5YDZ
S5YDZ	13	UXTD	29/06/2017 06:20	227.611	20.169	473.517	476.186	11.361	432.488	0.496	0.561	0.208	0.275	0.491	0.574	0.348	0.22	32.907	35.878	0.215	1.045	0.236	0.967	13.373	16.116	29	6	6/29_S5YDZ
S5YDZ	19	UXTD	29/06/2017 06:31			479.323	476.261	10.437	427.908	0.509	0.56	0.207	0.281	0.491	0.565	0.356	0.221	32.861	35.882	0.215	1.046	0.236	0.964	13.342	16.142	29	6	6/29_S5YDZ
S5YDZ	21	UXTD	29/06/2017 06:43			487.76	468.513	11.219	414.273	0.499	0.571	0.208	0.274	0.487	0.574	0.353	0.213	32.847	35.535	0.216	1.041	0.233	0.957	13.39	16.163	29	6	6/29_S5YDZ
S5YDZ	22	UXTD	29/06/2017 06:54			473.106	471.699	10.634	443.386	0.5	0.562	0.21	0.278	0.49	0.567	0.342	0.224	33.375	36.099	0.221	1.058	0.233	0.969	13.403	16.206	29	6	6/29_S5YDZ
S5YDZ	25	UXTD	29/06/2017 07:06			477.871	482.509	11.451	428.617	0.51	0.577	0.207	0.279	0.488	0.575	0.358	0.221	32.952	36.117	0.216	1.041	0.235	0.967	13.424	16.202	29	6	6/29_S5YDZ
S5Z2G	6	UXTD	29/06/2017 00:00			461.847	459.05	10.712	438.352	0.501	0.565	0.207	0.272	0.478	0.566	0.337	0.225	32.892	36.092	0.217	1.043	0.238	0.966	13.403	16.208	29	6	6/29_S5Z2G
S5Z4H	23	UXTD	29/06/2017 00:46	208.623	18.631	472.509	467.156	9.788	444.151	0.51	0.571	0.205	0.278	0.479	0.576	0.35	0.244	33.061	36.25	0.214	1.049	0.24	0.972	13.38	16.146	29	6	6/29_S5Z4H
S5Z4H	25	UXTD	29/06/2017 00:59			464.946	467.366	10.913	402.628	0.511	0.579	0.206	0.281	0.479	0.576	0.351	0.229	33.038	36.13	0.216	1.044	0.235	0.968	13.428	16.179	29	6	6/29_S5Z4H
S5Z69	7	UXTD	29/06/2017 12:10			461.234	477.425	11.156	414.49	0.507	0.57	0.207	0.28	0.482	0.575	0.341	0.214	33.417	36.025	0.219	1.052	0.239	0.968	13.423	16.16	29	6	6/29_S5Z69
S5Z69	9	UXTD	29/06/2017 12:23			469.248	467.1	10.785	422.761	0.507	0.57	0.204	0.282	0.486	0.567	0.343	0.205	31.978	35.317	0.212	1.016	0.233	0.946	13.455	16.315	29	6	6/29_S5Z69
S5Z69	13	UXTD	29/06/2017 13:26	186.815	20.916	472.656	462.683	9.665	446.305	0.502	0.561	0.206	0.285	0.484	0.568	0.338	0.221	32.984	36.342	0.213	1.041	0.238	0.969	13.429	16.236	29	6	6/29_S5Z69
S5Z69	18	UXTD	29/06/2017 13:37			464.581	461.772	10.848	414	0.509	0.571	0.206	0.278	0.483	0.567	0.336	0.201	32.562	35.699	0.215	1.029	0.235	0.955	13.476	16.286	29	6	6/29_S5Z69
S5Z69	22	UXTD	29/06/2017 13:49			461.604	464.792	11.019	416.229	0.502	0.563	0.207	0.287	0.489	0.568	0.343	0.206	32.811	35.883	0.214	1.038	0.239	0.957	13.442	16.303	29	6	6/29_S5Z69
S5Z69	24	UXTD	29/06/2017 14:00			456.163	477.264	10.5	416.264	0.513	0.573	0.207	0.278	0.485	0.564	0.338	0.203	33.29	36.014	0.218	1.045	0.238	0.964	13.5	16.205	29	6	6/29_S5Z69
S5Z69	25	UXTD	29/06/2017 14:13			463.086	463.595	10.257	432.642	0.506	0.567	0.206	0.286	0.489	0.575	0.328	0.219	32.704	35.773	0.215	1.032	0.239	0.96	13.465	16.23	29	6	6/29_S5Z69
S5Z8K	1	UXTD	29/06/2017 00:25			481.54	480.444	10.282	434.577	0.519	0.575	0.204	0.28	0.483	0.569	0.357	0.236	33.161	36.411	0.211	1.048	0.237	0.974	13.428	16.22	29	6	6/29_S5Z8K
S5Z8K	2	UXTD	29/06/2017 00:38			476.317	468.513	9.908	453.263	0.512	0.574	0.206	0.272	0.481	0.57	0.349	0.219	33.068	36.085	0.214	1.047	0.239	0.965	13.407	16.23	29	6	6/29_S5Z8K
S5Z8K	4	UXTD	29/06/2017 01:39	230.424	18.684	475.567	480.066	9.575	463.012	0.525	0.577	0.204	0.28	0.481	0.564	0.355	0.229	33.618	36.659	0.214	1.063	0.237	0.977	13.386	16.23	29	6	6/29_S5Z8K
S5Z8P	3	UXTD	29/06/2017 14:33			484.883	493.385	10.05	445.3	0.507	0.573	0.205	0.272	0.484	0.561	0.358	0.227	33.243	35.982	0.211	1.048	0.231	0.963	13.442	16.223	29	6	6/29_S5Z8P
S5Z8P	10	UXTD	29/06/2017 14:45			456.442	465.45	10.133	437.652	0.506	0.575	0.206	0.274	0.481	0.57	0.336	0.218	33.122	35.566	0.218	1.047	0.231	0.952	13.404	16.217	29	6	6/29_S5Z8P
S5Z8P	11	UXTD	29/06/2017 14:56			456.013	466.879	10.459	435.763	0.497	0.567	0.209	0.28	0.484	0.57	0.327	0.212	33.619	36.356	0.22	1.059	0.235	0.971	13.389	16.227	29	6	6/29_S5Z8P
S5Z8P	13	UXTD	29/06/2017 15:59	208.095	21.327	457.148	456.638	10.042	449.495	0.489	0.561	0.208	0.273	0.481	0.561	0.326	0.217	32.9	35.933	0.216	1.047	0.233	0.964	13.307	16.196	29	6	6/29_S5Z8P
S5Z8P	15	UXTD	29/06/2017 16:11			475.61	477.54	11.092	414.215	0.495	0.566	0.208	0.274	0.487	0.567	0.341	0.198	32.424	34.897	0.215	1.027	0.23	0.941	13.429	16.25	29	6	6/29_S5Z8P
S5Z8P	21	UXTD	29/06/2017 16:22			468.343	459.429	10.523	413.176	0.499	0.575	0.207	0.275	0.484	0.569	0.333	0.198	33.031	35.852	0.215	1.05	0.234	0.959	13.347	16.24	29	6	6/29_S5Z8P
S5Z8P	22	UXTD	29/06/2017 16:34			462.83	471.087	10.411	414	0.498	0.571	0.207	0.281	0.49	0.571	0.337	0.22	33.783	36.104	0.217	1.058	0.229	0.957	13.495	16.378	29	6	6/29_S5Z8P
S5ZCF	19	UXTD	29/06/2017 02:39			466.71	457.937	11.033	415.962	0.491	0.558	0.207	0.275	0.479	0.566	0.338	0.214	33.055	36.189	0.215	1.047	0.23	0.973	13.387	16.136	29	6	6/29_S5ZCF
S5ZCF	22	UXTD	29/06/2017 03:41	212.274	21.237	462.696	467.539	11.403	420.482	0.501	0.564	0.208	0.276	0.479	0.576	0.339	0.213	33.155	36.085	0.215	1.049	0.233	0.968	13.425	16.136	29	6	6/29_S5ZCF
S5ZCF	23	UXTD	29/06/2017 03:53			453.811	466.807	11.053	414.491	0.498	0.566	0.207	0.276	0.485	0.571	0.337	0.215	33.135	36.1	0.216	1.046	0.232	0.97	13.387	16.142	29	6	6/29_S5ZCF
S5ZF4	9	UXTD	29/06/2017 13:56			452.28	448.747	11.045	419.079	0.493	0.553	0.209	0.278	0.479	0.568	0.329	0.204	32.599	35.742	0.217	1.035	0.225	0.959	13.406	16.248	29	6	6/29_S5ZF4
S5ZF4	13	UXTD	29/06/2017 14:57	205.31	22.373	459.836	467.332	10.469	424.133	0.492	0.561	0.211	0.275	0.473	0.557	0.327	0.214	32.597	35.639	0.218	1.036	0.233	0.957	13.405	16.187	29	6	6/29_S5ZF4
S5ZF4	14	UXTD	29/06/2017 15:09			462.158	461.284	11.927	417.891	0.497	0.554	0.207	0.283	0.483	0.563	0.333	0.209	32.386	35.61	0.212	1.032	0.225	0.955	13.371	16.249	29	6	6/29_S5ZF4
